"row_index","batch","cell_type","cell_observed_mixing_score"
3695,"P56_batch2","PT",0.0333333333333333
3696,"P56_batch2","PT",0
3697,"P56_batch2","PT",0.0666666666666667
3698,"P56_batch2","CNT",0
3699,"P56_batch2","PC",0
3700,"P56_batch2","PT",0.633333333333333
3701,"P56_batch2","PT",0.133333333333333
3702,"P56_batch2","PT",0
3703,"P56_batch2","PT_out",0.2
3704,"P56_batch2","PT2",0
3705,"P56_batch2","PT",0.0333333333333333
3706,"P56_batch2","PT",0.0666666666666667
3707,"P56_batch2","DCT",0.766666666666667
3708,"P56_batch2","PC",0.133333333333333
3709,"P56_batch2","PT2",0
3710,"P56_batch2","PT2",0
3711,"P56_batch2","LOH",0.1
3712,"P56_batch2","stroma2",0.3
3713,"P56_batch2","stroma2",0.8
3714,"P56_batch2","PT2",0.3
3715,"P56_batch2","PT",0.766666666666667
3716,"P56_batch2","Endo",0.366666666666667
3717,"P56_batch2","Endo",0.366666666666667
3718,"P56_batch2","stroma2",0.233333333333333
3719,"P56_batch2","PT2",0.7
3720,"P56_batch2","CNT",0
3721,"P56_batch2","PT",0
3722,"P56_batch2","DCT",0
3723,"P56_batch2","PT2",0.0666666666666667
3724,"P56_batch2","LOH",0.533333333333333
3725,"P56_batch2","LOH",0.766666666666667
3726,"P56_batch2","PT",0
3727,"P56_batch2","DCT",0.833333333333333
3728,"P56_batch2","PT2",0.566666666666667
3729,"P56_batch2","LOH",0.566666666666667
3730,"P56_batch2","PT2",0
3731,"P56_batch2","PT2",0.0333333333333333
3732,"P56_batch2","CNT",0
3733,"P56_batch2","PT",0.0333333333333333
3734,"P56_batch2","PT2",0.6
3735,"P56_batch2","CNT",0.0333333333333333
3736,"P56_batch2","IC",0.4
3737,"P56_batch2","PT2",0.9
3738,"P56_batch2","immune",0.4
3739,"P56_batch2","PT2",0.8
3740,"P56_batch2","Endo",0.0666666666666667
3741,"P56_batch2","CNT",0
3742,"P56_batch2","PT",0.0333333333333333
3743,"P56_batch2","Endo",0.266666666666667
3744,"P56_batch2","PT",0.5
3745,"P56_batch2","PT",0.1
3746,"P56_batch2","PT",0
3747,"P56_batch2","Endo",0.1
3748,"P56_batch2","PT2",0
3749,"P56_batch2","CNT",0
3750,"P56_batch2","PT2",0
3751,"P56_batch2","PT",0.533333333333333
3752,"P56_batch2","immune",0.433333333333333
3753,"P56_batch2","PT",0
3754,"P56_batch2","Endo",0.1
3755,"P56_batch2","PT",0
3756,"P56_batch2","PT",0.266666666666667
3757,"P56_batch2","NP",0.466666666666667
3758,"P56_batch2","PT_out",0.7
3759,"P56_batch2","stroma2",0
3760,"P56_batch2","stroma2",0.566666666666667
3761,"P56_batch2","PT",0.3
3762,"P56_batch2","Podo",0.1
3763,"P56_batch2","PT",0
3764,"P56_batch2","PT",0
3765,"P56_batch2","stroma2",0.566666666666667
3766,"P56_batch2","PT2",0.8
3767,"P56_batch2","PT2",0.633333333333333
3768,"P56_batch2","LOH",0.633333333333333
3769,"P56_batch2","PT",0.1
3770,"P56_batch2","PT",0.733333333333333
3771,"P56_batch2","DCT",0.3
3772,"P56_batch2","LOH",0.333333333333333
3773,"P56_batch2","PT",0.0666666666666667
3774,"P56_batch2","PT",0.566666666666667
3775,"P56_batch2","Endo",0.0666666666666667
3776,"P56_batch2","PT_out",0.0333333333333333
3777,"P56_batch2","stroma2",0.3
3778,"P56_batch2","PC",0.8
3779,"P56_batch2","PT",0.0333333333333333
3780,"P56_batch2","PT2",0.766666666666667
3781,"P56_batch2","PT",0.366666666666667
3782,"P56_batch2","DCT",0
3783,"P56_batch2","PT",0.266666666666667
3784,"P56_batch2","Endo",0.166666666666667
3785,"P56_batch2","LOH",0
3786,"P56_batch2","PT2",0
3787,"P56_batch2","Endo",0.1
3788,"P56_batch2","DCT",0
3789,"P56_batch2","PT2",0
3790,"P56_batch2","PT",0.0333333333333333
3791,"P56_batch2","PT",0.0666666666666667
3792,"P56_batch2","DCT",0
3793,"P56_batch2","LOH",0.1
3794,"P56_batch2","PT",0.133333333333333
3795,"P56_batch2","PT2",0
3796,"P56_batch2","LOH",0.0666666666666667
3797,"P56_batch2","DCT",0
3798,"P56_batch2","PT",0.666666666666667
3799,"P56_batch2","PT",0.266666666666667
3800,"P56_batch2","PT2",0.533333333333333
3801,"P56_batch2","PC",0.133333333333333
3802,"P56_batch2","PT2",0
3803,"P56_batch2","PT_out",0.866666666666667
3804,"P56_batch2","PT",0.0666666666666667
3805,"P56_batch2","CNT",0
3806,"P56_batch2","IC",0.666666666666667
3807,"P56_batch2","PT",0.6
3808,"P56_batch2","stroma1",0.166666666666667
3809,"P56_batch2","PT",0.3
3810,"P56_batch2","stroma1",0.466666666666667
3811,"P56_batch2","PT",0
3812,"P56_batch2","PT",0.1
3813,"P56_batch2","PT",0.433333333333333
3814,"P56_batch2","PT",0
3815,"P56_batch2","LOH",0.0333333333333333
3816,"P56_batch2","PT",0.0666666666666667
3817,"P56_batch2","PT",0.0666666666666667
3818,"P56_batch2","LOH",0.1
3819,"P56_batch2","PT2",0.0333333333333333
3820,"P56_batch2","IC",0
3821,"P56_batch2","stroma2",0.333333333333333
3822,"P56_batch2","PT",0.1
3823,"P56_batch2","IC",0
3824,"P56_batch2","PT",0.1
3825,"P56_batch2","PT",0.0333333333333333
3826,"P56_batch2","PT",0.366666666666667
3827,"P56_batch2","LOH",0.0333333333333333
3828,"P56_batch2","PC",0.133333333333333
3829,"P56_batch2","stroma2",0.233333333333333
3830,"P56_batch2","PT",0
3831,"P56_batch2","PT",0.133333333333333
3832,"P56_batch2","LOH",0.0333333333333333
3833,"P56_batch2","PT2",0.0333333333333333
3834,"P56_batch2","IC",0.766666666666667
3835,"P56_batch2","NP",0.1
3836,"P56_batch2","PT2",0
3837,"P56_batch2","PT2",0
3838,"P56_batch2","IC",0
3839,"P56_batch2","PT",0.266666666666667
3840,"P56_batch2","PT",0.0666666666666667
3841,"P56_batch2","PT2",0
3842,"P56_batch2","PT",0.133333333333333
3843,"P56_batch2","CNT",0
3844,"P56_batch2","PT",0.166666666666667
3845,"P56_batch2","PT",0
3846,"P56_batch2","PT",0.766666666666667
3847,"P56_batch2","PT2",0.0333333333333333
3848,"P56_batch2","IC",0.1
3849,"P56_batch2","LOH",0
3850,"P56_batch2","LOH",0.0333333333333333
3851,"P56_batch2","stroma2",0.733333333333333
3852,"P56_batch2","IC",0
3853,"P56_batch2","PT",0.466666666666667
3854,"P56_batch2","IC",0.0333333333333333
3855,"P56_batch2","PT2",0.0333333333333333
3856,"P56_batch2","PT",0
3857,"P56_batch2","PT",0.0333333333333333
3858,"P56_batch2","PT2",0
3859,"P56_batch2","PT",0.1
3860,"P56_batch2","PT2",0.266666666666667
3861,"P56_batch2","PT",0.4
3862,"P56_batch2","stroma1",0.266666666666667
3863,"P56_batch2","PT",0.466666666666667
3864,"P56_batch2","LOH",0.166666666666667
3865,"P56_batch2","Endo",0.0333333333333333
3866,"P56_batch2","stroma2",0.166666666666667
3867,"P56_batch2","Endo",0.1
3868,"P56_batch2","DCT",0
3869,"P56_batch2","PT",0.1
3870,"P56_batch2","PT",0.533333333333333
3871,"P56_batch2","PT",0.0333333333333333
3872,"P56_batch2","PT_out",0.1
3873,"P56_batch2","PT",0.333333333333333
3874,"P56_batch2","Endo",0.333333333333333
3875,"P56_batch2","DCT",0
3876,"P56_batch2","PT",0.1
3877,"P56_batch2","NP_LOH",0.0333333333333333
3878,"P56_batch2","PT",0.0333333333333333
3879,"P56_batch2","stroma1",0.5
3880,"P56_batch2","LOH",0
3881,"P56_batch2","PT",0.0333333333333333
3882,"P56_batch2","PT",0.1
3883,"P56_batch2","LOH",0.0666666666666667
3884,"P56_batch2","DCT",0.0333333333333333
3885,"P56_batch2","CNT",0.866666666666667
3886,"P56_batch2","PT2",0
3887,"P56_batch2","PT",0.4
3888,"P56_batch2","Endo",0.0666666666666667
3889,"P56_batch2","LOH",0.1
3890,"P56_batch2","PT",0.0666666666666667
3891,"P56_batch2","DCT",0
3892,"P56_batch2","PT2",0
3893,"P56_batch2","PT",0.366666666666667
3894,"P56_batch2","stroma2",0.266666666666667
3895,"P56_batch2","Endo",0.1
3896,"P56_batch2","DCT",0
3897,"P56_batch2","PT",0
3898,"P56_batch2","PT",0.0333333333333333
3899,"P56_batch2","IC",0.0333333333333333
3900,"P56_batch2","CNT",0
3901,"P56_batch2","PT",0.533333333333333
3902,"P56_batch2","LOH",0.0333333333333333
3903,"P56_batch2","PC",0.0666666666666667
3904,"P56_batch2","PT",0
3905,"P56_batch2","PT",0.4
3906,"P56_batch2","DCT",0
3907,"P56_batch2","LOH",0.0333333333333333
3908,"P56_batch2","immune",0.666666666666667
3909,"P56_batch2","PT",0
3910,"P56_batch2","Endo",0.2
3911,"P56_batch2","stroma2",0.166666666666667
3912,"P56_batch2","DCT",0.766666666666667
3913,"P56_batch2","Endo",0.4
3914,"P56_batch2","PT2",0.3
3915,"P56_batch2","PT2",0.666666666666667
3916,"P56_batch2","PT2",0.433333333333333
3917,"P56_batch2","stroma2",0.333333333333333
3918,"P56_batch2","PT",0
3919,"P56_batch2","PT2",0
3920,"P56_batch2","Endo",0.233333333333333
3921,"P56_batch2","DCT",0
3922,"P56_batch2","CNT",0
3923,"P56_batch2","IC",0.2
3924,"P56_batch2","PT2",0
3925,"P56_batch2","PT",0.0666666666666667
3926,"P56_batch2","PT",0.0333333333333333
3927,"P56_batch2","LOH",0.166666666666667
3928,"P56_batch2","PT2",0.0333333333333333
3929,"P56_batch2","DCT",0
3930,"P56_batch2","DCT",0
3931,"P56_batch2","PT",0.133333333333333
3932,"P56_batch2","Endo",0.0333333333333333
3933,"P56_batch2","PT",0.5
3934,"P56_batch2","stroma2",0.733333333333333
3935,"P56_batch2","PT",0.0333333333333333
3936,"P56_batch2","PT",0.0333333333333333
3937,"P56_batch2","PT2",0.0666666666666667
3938,"P56_batch2","PT",0.433333333333333
3939,"P56_batch2","Endo",0
3940,"P56_batch2","PT",0.0666666666666667
3941,"P56_batch2","PT",0.333333333333333
3942,"P56_batch2","PT",0.1
3943,"P56_batch2","IC",0.1
3944,"P56_batch2","PT",0.1
3945,"P56_batch2","PT2",0.266666666666667
3946,"P56_batch2","stroma2",0.733333333333333
3947,"P56_batch2","LOH",0.0666666666666667
3948,"P56_batch2","DCT",0.5
3949,"P56_batch2","IC",0.666666666666667
3950,"P56_batch2","PT",0
3951,"P56_batch2","PC",0.0666666666666667
3952,"P56_batch2","PT",0.5
3953,"P56_batch2","DCT",0
3954,"P56_batch2","CNT",0
3955,"P56_batch2","DCT",0.7
3956,"P56_batch2","DCT",0.533333333333333
3957,"P56_batch2","stroma1",0.933333333333333
3958,"P56_batch2","PC",0.133333333333333
3959,"P56_batch2","Endo",0.633333333333333
3960,"P56_batch2","DCT",0.266666666666667
3961,"P56_batch2","LOH",0
3962,"P56_batch2","PT2",0
3963,"P56_batch2","Endo",0.366666666666667
3964,"P56_batch2","PT",0.266666666666667
3965,"P56_batch2","PT",0.233333333333333
3966,"P56_batch2","PT2",0
3967,"P56_batch2","PT",0.2
3968,"P56_batch2","PT",0.1
3969,"P56_batch2","PT2",0.0333333333333333
3970,"P56_batch2","PT_out",0.4
3971,"P56_batch2","CNT",0
3972,"P56_batch2","PC",0
3973,"P56_batch2","LOH",0.0333333333333333
3974,"P56_batch2","PT",0.133333333333333
3975,"P56_batch2","LOH",0.1
3976,"P56_batch2","NP",0.266666666666667
3977,"P56_batch2","PC",0.6
3978,"P56_batch2","stroma2",0.0333333333333333
3979,"P56_batch2","LOH",0
3980,"P56_batch2","DCT",0
3981,"P56_batch2","LOH",0
3982,"P56_batch2","PT",0.0333333333333333
3983,"P56_batch2","PT2",0
3984,"P56_batch2","Endo",0.233333333333333
3985,"P56_batch2","LOH",0.0666666666666667
3986,"P56_batch2","stroma2",0.0333333333333333
3987,"P56_batch2","PT",0
3988,"P56_batch2","PC",0.1
3989,"P56_batch2","PT2",0.233333333333333
3990,"P56_batch2","stroma2",0.1
3991,"P56_batch2","PT",0.4
3992,"P56_batch2","LOH",0.566666666666667
3993,"P56_batch2","CNT",0.0333333333333333
3994,"P56_batch2","LOH",0
3995,"P56_batch2","PT",0.2
3996,"P56_batch2","LOH",0.0333333333333333
3997,"P56_batch2","DCT",0
3998,"P56_batch2","IC",0.6
3999,"P56_batch2","PT",0.233333333333333
4000,"P56_batch2","stroma2",0.166666666666667
4001,"P56_batch2","stroma2",0.133333333333333
4002,"P56_batch2","PC",0
4003,"P56_batch2","PT",0.533333333333333
4004,"P56_batch2","PC",0.8
4005,"P56_batch2","stroma2",0.7
4006,"P56_batch2","PT2",0
4007,"P56_batch2","PT2",0
4008,"P56_batch2","stroma2",0.0333333333333333
4009,"P56_batch2","PT",0.366666666666667
4010,"P56_batch2","IC",0
4011,"P56_batch2","stroma2",0.2
4012,"P56_batch2","stroma1",1
4013,"P56_batch2","PT",0.433333333333333
4014,"P56_batch2","PT",0.1
4015,"P56_batch2","PT",0.166666666666667
4016,"P56_batch2","PT",0.666666666666667
4017,"P56_batch2","PT",0
4018,"P56_batch2","PT2",0
4019,"P56_batch2","PC",0
4020,"P56_batch2","PT2",0
4021,"P56_batch2","PT",0
4022,"P56_batch2","PT",0.0666666666666667
4023,"P56_batch2","PT2",0.333333333333333
4024,"P56_batch2","PT",0.0333333333333333
4025,"P56_batch2","PT",0.4
4026,"P56_batch2","LOH",0.1
4027,"P56_batch2","stroma2",0.3
4028,"P56_batch2","PT2",0.366666666666667
4029,"P56_batch2","PT",0
4030,"P56_batch2","DCT",0.0333333333333333
4031,"P56_batch2","PT",0.1
4032,"P56_batch2","PT",0.266666666666667
4033,"P56_batch2","PT",0
4034,"P56_batch2","PT2",0
4035,"P56_batch2","PT2",0
4036,"P56_batch2","PT",0.0333333333333333
4037,"P56_batch2","Endo",0
4038,"P56_batch2","stroma2",0.466666666666667
4039,"P56_batch2","LOH",0.1
4040,"P56_batch2","PT",0.0333333333333333
4041,"P56_batch2","Endo",0.1
4042,"P56_batch2","LOH",0
4043,"P56_batch2","Endo",0.1
4044,"P56_batch2","stroma2",0.466666666666667
4045,"P56_batch2","PT2",0
4046,"P56_batch2","Endo",0.233333333333333
4047,"P56_batch2","Podo",0.166666666666667
4048,"P56_batch2","LOH",0
4049,"P56_batch2","stroma2",0.5
4050,"P56_batch2","stroma2",0.1
4051,"P56_batch2","Endo",0.3
4052,"P56_batch2","PT",0
4053,"P56_batch2","LOH",0.633333333333333
4054,"P56_batch2","LOH",0.633333333333333
4055,"P56_batch2","DCT",0.166666666666667
4056,"P56_batch2","PT2",0.2
4057,"P56_batch2","PT",0.9
4058,"P56_batch2","Endo",0.366666666666667
4059,"P56_batch2","PT",0.266666666666667
4060,"P56_batch2","PT",0.3
4061,"P56_batch2","DCT",0.6
4062,"P56_batch2","LOH",0.1
4063,"P56_batch2","stroma2",0.166666666666667
4064,"P56_batch2","PT",0.133333333333333
4065,"P56_batch2","LOH",0
4066,"P56_batch2","PT_out",0.6
4067,"P56_batch2","DCT",0.0333333333333333
4068,"P56_batch2","PT2",0
4069,"P56_batch2","PT2",0.0333333333333333
4070,"P56_batch2","PT2",0.833333333333333
4071,"P56_batch2","PT",0.133333333333333
4072,"P56_batch2","DCT",0
4073,"P56_batch2","NP",0.3
4074,"P56_batch2","PT",0.166666666666667
4075,"P56_batch2","LOH",0.0333333333333333
4076,"P56_batch2","PT",0.266666666666667
4077,"P56_batch2","CNT",0
4078,"P56_batch2","PT",0.266666666666667
4079,"P56_batch2","LOH",0.0333333333333333
4080,"P56_batch2","PT",0.0666666666666667
4081,"P56_batch2","PT",0
4082,"P56_batch2","LOH",0
4083,"P56_batch2","DCT",0.4
4084,"P56_batch2","stroma2",0.533333333333333
4085,"P56_batch2","PC",0
4086,"P56_batch2","PT",0.0333333333333333
4087,"P56_batch2","PT_out",0.0333333333333333
4088,"P56_batch2","PT",0.0666666666666667
4089,"P56_batch2","DCT",0.166666666666667
4090,"P56_batch2","PT",0.0666666666666667
4091,"P56_batch2","PT2",0.0333333333333333
4092,"P56_batch2","PT2",0
4093,"P56_batch2","PT",0.166666666666667
4094,"P56_batch2","PT",0.133333333333333
4095,"P56_batch2","LOH",0.766666666666667
4096,"P56_batch2","PT",0
4097,"P56_batch2","immune",0.4
4098,"P56_batch2","PT_out",0.633333333333333
4099,"P56_batch2","PT",0.0333333333333333
4100,"P56_batch2","stroma1",0.466666666666667
4101,"P56_batch2","PT",0.0333333333333333
4102,"P56_batch2","PT",0
4103,"P56_batch2","PC",0.133333333333333
4104,"P56_batch2","CNT",0
4105,"P56_batch2","DCT",0.333333333333333
4106,"P56_batch2","NP",0.2
4107,"P56_batch2","PT",0.233333333333333
4108,"P56_batch2","Endo",0.633333333333333
4109,"P56_batch2","PT",0.233333333333333
4110,"P56_batch2","CNT",0
4111,"P56_batch2","stroma2",0.633333333333333
4112,"P56_batch2","PC",0.0333333333333333
4113,"P56_batch2","PT",0.0333333333333333
4114,"P56_batch2","stroma2",0.0666666666666667
4115,"P56_batch2","PT",0.9
4116,"P56_batch2","PT2",0
4117,"P56_batch2","PT",0.0333333333333333
4118,"P56_batch2","PT",0.1
4119,"P56_batch2","PT",0.566666666666667
4120,"P56_batch2","PT",0.3
4121,"P56_batch2","DCT",0.866666666666667
4122,"P56_batch2","PT",0.0333333333333333
4123,"P56_batch2","PT",0.733333333333333
4124,"P56_batch2","Endo",0.7
4125,"P56_batch2","PT2",0.1
4126,"P56_batch2","PT",0.0333333333333333
4127,"P56_batch2","PT",0
4128,"P56_batch2","DCT",0
4129,"P56_batch2","LOH",0.233333333333333
4130,"P56_batch2","Endo",0.366666666666667
4131,"P56_batch2","PT2",0
4132,"P56_batch2","PT",0.0333333333333333
4133,"P56_batch2","LOH",0.666666666666667
4134,"P56_batch2","Endo",0.6
4135,"P56_batch2","PT",0.2
4136,"P56_batch2","IC",0.466666666666667
4137,"P56_batch2","PT2",0.0666666666666667
4138,"P56_batch2","PT",0.666666666666667
4139,"P56_batch2","LOH",0.1
4140,"P56_batch2","PC",0.1
4141,"P56_batch2","Endo",0.633333333333333
4142,"P56_batch2","immune",0.366666666666667
4143,"P56_batch2","CNT",0
4144,"P56_batch2","LOH",0.2
4145,"P56_batch2","LOH",0.0666666666666667
4146,"P56_batch2","PC",0.233333333333333
4147,"P56_batch2","LOH",0
4148,"P56_batch2","PT",0
4149,"P56_batch2","PT",0.1
4150,"P56_batch2","PT2",0
4151,"P56_batch2","PT",0.166666666666667
4152,"P56_batch2","PT",0
4153,"P56_batch2","IC",0
4154,"P56_batch2","IC",0.0333333333333333
4155,"P56_batch2","PT",0.0333333333333333
4156,"P56_batch2","immune",0.433333333333333
4157,"P56_batch2","Endo",0.266666666666667
4158,"P56_batch2","DCT",0.0666666666666667
4159,"P56_batch2","DCT",0.6
4160,"P56_batch2","LOH",0
4161,"P56_batch2","Endo",0.166666666666667
4162,"P56_batch2","PT",0.366666666666667
4163,"P56_batch2","stroma2",0.0666666666666667
4164,"P56_batch2","PT",0.0666666666666667
4165,"P56_batch2","stroma2",0.7
4166,"P56_batch2","PT",0.2
4167,"P56_batch2","PT",0.6
4168,"P56_batch2","PT_out",0.0333333333333333
4169,"P56_batch2","PT2",0.733333333333333
4170,"P56_batch2","Endo",0.1
4171,"P56_batch2","PT",0.0333333333333333
4172,"P56_batch2","PT",0.633333333333333
4173,"P56_batch2","Endo",0.133333333333333
4174,"P56_batch2","PT",0
4175,"P56_batch2","PT",0.7
4176,"P56_batch2","IC",0.0333333333333333
4177,"P56_batch2","LOH",0
4178,"P56_batch2","NP_LOH",0.533333333333333
4179,"P56_batch2","LOH",0.1
4180,"P56_batch2","PT",0
4181,"P56_batch2","PT2",0.733333333333333
4182,"P56_batch2","PT2",0.0666666666666667
4183,"P56_batch2","PT",0
4184,"P56_batch2","CNT",0
4185,"P56_batch2","PT2",0.333333333333333
4186,"P56_batch2","LOH",0
4187,"P56_batch2","PT",0
4188,"P56_batch2","PT",0.0333333333333333
4189,"P56_batch2","Endo",0.266666666666667
4190,"P56_batch2","PT",0.133333333333333
4191,"P56_batch2","PT",0.133333333333333
4192,"P56_batch2","LOH",0.0333333333333333
4193,"P56_batch2","PC",0.0333333333333333
4194,"P56_batch2","PT2",0
4195,"P56_batch2","LOH",0
4196,"P56_batch2","LOH",0
4197,"P56_batch2","stroma2",0.466666666666667
4198,"P56_batch2","stroma2",0.633333333333333
4199,"P56_batch2","PT2",0.0333333333333333
4200,"P56_batch2","DCT",0.0333333333333333
4201,"P56_batch2","PT",0.233333333333333
4202,"P56_batch2","immune",0
4203,"P56_batch2","PC",0.1
4204,"P56_batch2","PC",0
4205,"P56_batch2","PT",0
4206,"P56_batch2","CNT",0
4207,"P56_batch2","Endo",0.133333333333333
4208,"P56_batch2","PT",0.266666666666667
4209,"P56_batch2","PT",0
4210,"P56_batch2","LOH",0.0333333333333333
4211,"P56_batch2","PT",0.0333333333333333
4212,"P56_batch2","PT",0.1
4213,"P56_batch2","PT",0
4214,"P56_batch2","PT",0.0666666666666667
4215,"P56_batch2","PT",0
4216,"P56_batch2","PT",0
4217,"P56_batch2","LOH",0
4218,"P56_batch2","LOH",0
4219,"P56_batch2","PT",0.1
4220,"P56_batch2","PT2",0
4221,"P56_batch2","PT",0.133333333333333
4222,"P56_batch2","PT2",0.7
4223,"P56_batch2","stroma1",0
4224,"P56_batch2","PT",0.633333333333333
4225,"P56_batch2","PT2",0
4226,"P56_batch2","PT",0.666666666666667
4227,"P56_batch2","PT2",0.733333333333333
4228,"P56_batch2","PT",0.1
4229,"P56_batch2","PT",0
4230,"P56_batch2","DCT",0
4231,"P56_batch2","PT",0
4232,"P56_batch2","PT2",0
4233,"P56_batch2","LOH",0.133333333333333
4234,"P56_batch2","PT",0
4235,"P56_batch2","LOH",0
4236,"P56_batch2","PT",0.0666666666666667
4237,"P56_batch2","PT",0.0666666666666667
4238,"P56_batch2","stroma2",0
4239,"P56_batch2","PT",0.7
4240,"P56_batch2","PT",0.0333333333333333
4241,"P56_batch2","PT2",0
4242,"P56_batch2","CNT",0.3
4243,"P56_batch2","LOH",0
4244,"P56_batch2","PT2",0.2
4245,"P56_batch2","PT",0.0333333333333333
4246,"P56_batch2","LOH",0
4247,"P56_batch2","PT",0.266666666666667
4248,"P56_batch2","PT",0.133333333333333
4249,"P56_batch2","LOH",0
4250,"P56_batch2","PT",0.166666666666667
4251,"P56_batch2","PT",0
4252,"P56_batch2","LOH",0.333333333333333
4253,"P56_batch2","PT",0.133333333333333
4254,"P56_batch2","Endo",0.533333333333333
4255,"P56_batch2","DCT",0
4256,"P56_batch2","LOH",0
4257,"P56_batch2","CNT",0.0333333333333333
4258,"P56_batch2","PT",0.0666666666666667
4259,"P56_batch2","stroma1",0.433333333333333
4260,"P56_batch2","LOH",0.1
4261,"P56_batch2","PT2",0
4262,"P56_batch2","PT",0.0333333333333333
4263,"P56_batch2","PC",0.0333333333333333
4264,"P56_batch2","CNT",0
4265,"P56_batch2","LOH",0.0333333333333333
4266,"P56_batch2","PT",0.0333333333333333
4267,"P56_batch2","DCT",0.866666666666667
4268,"P56_batch2","stroma1",0.866666666666667
4269,"P56_batch2","PT",0.0666666666666667
4270,"P56_batch2","PT",0.233333333333333
4271,"P56_batch2","PT",0.0333333333333333
4272,"P56_batch2","PT",0
4273,"P56_batch2","PC",0.233333333333333
4274,"P56_batch2","PT",0.6
4275,"P56_batch2","PT2",0.566666666666667
4276,"P56_batch2","CNT",0.466666666666667
4277,"P56_batch2","LOH",0
4278,"P56_batch2","IC",0.0333333333333333
4279,"P56_batch2","CNT",0.0333333333333333
4280,"P56_batch2","stroma2",0.866666666666667
4281,"P56_batch2","PT",0.0333333333333333
4282,"P56_batch2","Endo",0.4
4283,"P56_batch2","PT2",0
4284,"P56_batch2","PT",0
4285,"P56_batch2","Endo",0.266666666666667
4286,"P56_batch2","PT",0.0333333333333333
4287,"P56_batch2","stroma2",0.233333333333333
4288,"P56_batch2","PT",0.133333333333333
4289,"P56_batch2","PT",0.1
4290,"P56_batch2","PC",0.233333333333333
4291,"P56_batch2","DCT",0.0333333333333333
4292,"P56_batch2","PT",0.1
4293,"P56_batch2","PT",0.0333333333333333
4294,"P56_batch2","stroma2",0.866666666666667
4295,"P56_batch2","LOH",0
4296,"P56_batch2","PT",0.0666666666666667
4297,"P56_batch2","PT",0.0666666666666667
4298,"P56_batch2","PT",0
4299,"P56_batch2","stroma2",0.2
4300,"P56_batch2","IC",0.0666666666666667
4301,"P56_batch2","CNT",0.0333333333333333
4302,"P56_batch2","LOH",0
4303,"P56_batch2","DCT",0
4304,"P56_batch2","PT2",0
4305,"P56_batch2","LOH",0.133333333333333
4306,"P56_batch2","PC",0
4307,"P56_batch2","PT",0.1
4308,"P56_batch2","DCT",0.0333333333333333
4309,"P56_batch2","Endo",0.233333333333333
4310,"P56_batch2","PT",0.0666666666666667
4311,"P56_batch2","PT",0.266666666666667
4312,"P56_batch2","PT",0
4313,"P56_batch2","LOH",0.466666666666667
4314,"P56_batch2","DCT",0
4315,"P56_batch2","PT2",0
4316,"P56_batch2","PT",0.1
4317,"P56_batch2","LOH",0.0333333333333333
4318,"P56_batch2","PT",0.566666666666667
4319,"P56_batch2","PT_out",0
4320,"P56_batch2","PT",0
4321,"P56_batch2","Endo",0.733333333333333
4322,"P56_batch2","PT2",0
4323,"P56_batch2","Endo",0.366666666666667
4324,"P56_batch2","PT2",0
4325,"P56_batch2","Endo",0.166666666666667
4326,"P56_batch2","PT2",0.433333333333333
4327,"P56_batch2","PT",0.633333333333333
4328,"P56_batch2","IC",0.8
4329,"P56_batch2","PT",0.0333333333333333
4330,"P56_batch2","PT",0.133333333333333
4331,"P56_batch2","PT",0.566666666666667
4332,"P56_batch2","PT",0.433333333333333
4333,"P56_batch2","PT",0.0333333333333333
4334,"P56_batch2","LOH",0
4335,"P56_batch2","PT",0.0333333333333333
4336,"P56_batch2","PT",0.466666666666667
4337,"P56_batch2","PT",0.133333333333333
4338,"P56_batch2","stroma2",0.266666666666667
4339,"P56_batch2","CNT",0.533333333333333
4340,"P56_batch2","DCT",0.5
4341,"P56_batch2","PC",0.233333333333333
4342,"P56_batch2","PT",0.0666666666666667
4343,"P56_batch2","Endo",0.1
4344,"P56_batch2","LOH",0
4345,"P56_batch2","immune",0.333333333333333
4346,"P56_batch2","PT",0.0333333333333333
4347,"P56_batch2","LOH",0
4348,"P56_batch2","IC",0.233333333333333
4349,"P56_batch2","PT2",0.133333333333333
4350,"P56_batch2","PT2",0
4351,"P56_batch2","PT",0.733333333333333
4352,"P56_batch2","PT",0.0333333333333333
4353,"P56_batch2","PT",0.0333333333333333
4354,"P56_batch2","PT2",0
4355,"P56_batch2","PT",0.0333333333333333
4356,"P56_batch2","PC",0.0666666666666667
4357,"P56_batch2","LOH",0.2
4358,"P56_batch2","PT",0.2
4359,"P56_batch2","PT2",0
4360,"P56_batch2","PT",0.833333333333333
4361,"P56_batch2","PT",0.766666666666667
4362,"P56_batch2","DCT",0
4363,"P56_batch2","LOH",0
4364,"P56_batch2","stroma2",0.433333333333333
4365,"P56_batch2","LOH",0.633333333333333
4366,"P56_batch2","PT",0.0666666666666667
4367,"P56_batch2","IC",0.3
4368,"P56_batch2","PT2",0.633333333333333
4369,"P56_batch2","stroma1",0.0333333333333333
4370,"P56_batch2","LOH",0.0333333333333333
4371,"P56_batch2","DCT",0
4372,"P56_batch2","PT2",0
4373,"P56_batch2","PT2",0
4374,"P56_batch2","PC",0.0666666666666667
4375,"P56_batch2","CNT",0
4376,"P56_batch2","NP",0.2
4377,"P56_batch2","PT",0
4378,"P56_batch2","PT",0.533333333333333
4379,"P56_batch2","DCT",0
